id,regiao,uf_regiao,cidade,sexo,faixa_etaria,data_abertura,data_resposta,data_finalizacao,prazo_resposta,sigla,nome_fantasia,problema,local_compra,situacao,avaliacao_reclamacao,nota_consumidor
7369,CO,DF,Brasília,M,mais de 70 anos,2021-11-11,2021-11-16,2021-11-17,2021-11-21,TAM,Latam Airlines (Tam),Dificuldade de contato / acesso a outros canais (exceto SAC),Internet,Finalizada avaliada,Resolvida,4
7370,N,AM,Manaus,M,entre 51 a 60 anos,2021-11-11,2021-11-17,2021-12-08,2021-11-21,TAM,Latam Airlines (Tam),Dificuldade para alterar ou cancelar o contrato /serviço,Internet,Finalizada não avaliada,Não Avaliada,0
7371,N,TO,Palmas,M,entre 51 a 60 anos,2021-11-11,2021-11-16,2021-12-06,2021-11-21,GLO,Gol Linhas Aéreas,SAC - Dificuldadede de contato / acesso,Internet,Finalizada avaliada,Resolvida,5
7372,NE,AL,Maceió,F,entre 31 a 40 anos,2021-11-11,2021-11-12,2021-12-03,2021-11-21,GLO,Gol Linhas Aéreas,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada não avaliada,Não Avaliada,0
7373,CO,DF,Brasília,M,entre 51 a 60 anos,2021-11-11,2021-11-19,2021-11-19,2021-11-21,TAM,Latam Airlines (Tam),"Dificuldade para contratar o serviço (problema operacionais, acesso aos canais de venda etc)",Internet,Finalizada avaliada,Resolvida,3
7374,CO,MS,Campo Grande,M,entre 31 a 40 anos,2021-11-11,2021-11-16,2021-11-18,2021-11-21,TAM,Latam Airlines (Tam),Dificuldade para alterar ou cancelar o contrato /serviço,Internet,Finalizada avaliada,Não Resolvida,1
7375,NE,RN,Natal,M,entre 41 a 50 anos,2021-11-11,2021-11-19,2021-12-10,2021-11-21,TAM,Latam Airlines (Tam),Interrupção/instabilidade do fornecimento,Internet,Finalizada não avaliada,Não Avaliada,0
7376,N,TO,Monte do Carmo,M,entre 21 a 30 anos,2021-11-11,2021-11-17,2021-12-08,2021-11-21,AZU,Azul Linhas Aéreas,Cancelamento de voo,Internet,Finalizada não avaliada,Não Avaliada,0
7377,S,RS,Porto Alegre,M,entre 21 a 30 anos,2021-11-11,2021-11-12,2021-11-29,2021-11-21,GLO,Gol Linhas Aéreas,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Telefone,Finalizada avaliada,Resolvida,1
7378,N,TO,Palmas,F,entre 31 a 40 anos,2021-11-11,2021-11-15,2021-11-29,2021-11-21,GLO,Gol Linhas Aéreas,Dificuldade de contato / acesso a outros canais (exceto SAC),Loja física,Finalizada avaliada,Resolvida,5
7379,S,RS,Porto Alegre,F,entre 31 a 40 anos,2021-11-11,2021-11-12,2021-11-12,2021-11-21,X19,TAP Air Portugal,"Dificuldade para contratar o serviço (problema operacionais, acesso aos canais de venda etc)",Telefone,Finalizada avaliada,Não Resolvida,1
7380,NE,MA,São Luís,M,entre 41 a 50 anos,2021-11-11,2021-11-18,2021-11-18,2021-11-21,AZU,Azul Linhas Aéreas,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Internet,Finalizada avaliada,Resolvida,5
7381,CO,DF,Brasília,M,entre 51 a 60 anos,2021-11-11,2021-11-15,2021-12-07,2021-11-21,X19,TAP Air Portugal,Dificuldade de contato / acesso a outros canais (exceto SAC),Internet,Finalizada não avaliada,Não Avaliada,0
7382,CO,DF,Brasília,F,entre 41 a 50 anos,2021-11-11,2021-11-19,2021-12-10,2021-11-21,TAM,Latam Airlines (Tam),Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada não avaliada,Não Avaliada,0
7383,CO,DF,Brasília,F,entre 31 a 40 anos,2021-11-11,2021-11-16,2021-12-07,2021-11-21,GLO,Gol Linhas Aéreas,Dificuldade de contato / acesso a outros canais (exceto SAC),Internet,Finalizada não avaliada,Não Avaliada,0
7384,CO,DF,Brasília,M,entre 31 a 40 anos,2021-11-11,2021-11-16,2021-11-19,2021-11-21,GLO,Gol Linhas Aéreas,Dificuldade de contato / acesso a outros canais (exceto SAC),Internet,Finalizada avaliada,Resolvida,5
7385,CO,DF,Brasília,M,entre 31 a 40 anos,2021-11-11,2021-11-16,2021-12-07,2021-11-21,GLO,Gol Linhas Aéreas,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada não avaliada,Não Avaliada,0
7386,CO,DF,Brasília,F,entre 31 a 40 anos,2021-11-11,2021-11-16,2021-11-16,2021-11-21,AZU,Azul Linhas Aéreas,Dificuldade de contato / acesso a outros canais (exceto SAC),Internet,Finalizada avaliada,Resolvida,5
7387,CO,DF,Brasília,F,entre 31 a 40 anos,2021-11-11,2021-11-16,2021-12-07,2021-11-21,GLO,Gol Linhas Aéreas,Dificuldade para alterar ou cancelar o contrato /serviço,Internet,Finalizada não avaliada,Não Avaliada,0
7388,CO,DF,Brasília,M,entre 41 a 50 anos,2021-11-11,2021-11-16,2021-11-16,2021-11-21,GLO,Gol Linhas Aéreas,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Internet,Finalizada avaliada,Não Resolvida,1
7389,CO,DF,Brasília,F,entre 31 a 40 anos,2021-11-11,2021-11-21,2021-11-29,2021-11-21,IPM,Itapemirim Transportes Aéreos,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Internet,Finalizada avaliada,Não Resolvida,1
7390,S,RS,Gravataí,M,entre 31 a 40 anos,2021-11-11,2021-11-19,2021-12-10,2021-11-21,AZU,Azul Linhas Aéreas,"Extravio/ avaria de bagagem, carga, correspondência (ressarcimento, indenizações)",Internet,Finalizada não avaliada,Não Avaliada,0
7391,CO,DF,Brasília,F,entre 31 a 40 anos,2021-11-11,2021-11-16,2021-12-07,2021-11-21,GLO,Gol Linhas Aéreas,SAC - Dificuldadede de contato / acesso,Não comprei / contratei,Finalizada não avaliada,Não Avaliada,0
7392,S,RS,Dois Irmãos,M,entre 31 a 40 anos,2021-11-11,2021-11-18,2021-11-29,2021-11-21,TAM,Latam Airlines (Tam),Cobrança indevida / abusiva para alterar ou cancelar o contrato,Internet,Finalizada avaliada,Resolvida,5
7393,N,RR,Boa Vista,F,entre 21 a 30 anos,2021-11-11,2021-11-17,2021-12-08,2021-11-21,AZU,Azul Linhas Aéreas,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada não avaliada,Não Avaliada,0
7394,CO,DF,Brasília,M,entre 51 a 60 anos,2021-11-11,2021-11-16,2021-11-23,2021-11-21,GLO,Gol Linhas Aéreas,SAC - Dificuldadede de contato / acesso,Internet,Finalizada avaliada,Resolvida,5
7396,S,RS,Porto Alegre,M,entre 31 a 40 anos,2021-11-11,2021-11-11,2021-12-02,2021-11-21,TAM,Latam Airlines (Tam),Cobrança indevida / abusiva para alterar ou cancelar o contrato,Internet,Finalizada não avaliada,Não Avaliada,0
7397,CO,DF,Brasília,M,entre 41 a 50 anos,2021-11-11,2021-11-19,2021-12-07,2021-11-21,TAM,Latam Airlines (Tam),Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada avaliada,Não Resolvida,3
7398,CO,DF,Brasília,F,entre 41 a 50 anos,2021-11-11,2021-11-12,2021-11-30,2021-11-21,GLO,Gol Linhas Aéreas,Má qualidade no atendimento (descortesia / despreparo/ constrangimento),Internet,Finalizada avaliada,Não Resolvida,3
7399,CO,DF,Brasília,M,entre 31 a 40 anos,2021-11-11,2021-11-19,2021-12-10,2021-11-21,IPM,Itapemirim Transportes Aéreos,Dificuldade / demora para alterar o contrato de serviço (alteração de voo),Internet,Finalizada não avaliada,Não Avaliada,0
7400,CO,DF,Brasília,F,entre 21 a 30 anos,2021-11-11,2021-11-18,2021-12-09,2021-11-21,TAM,Latam Airlines (Tam),Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada não avaliada,Não Avaliada,0
7401,NE,PI,Teresina,F,entre 31 a 40 anos,2021-11-11,2021-11-17,2021-11-21,2021-11-21,GLO,Gol Linhas Aéreas,Dificuldade / demora para alterar o contrato de serviço (alteração de voo),Internet,Finalizada avaliada,Resolvida,5
7402,S,RS,Porto Alegre,F,entre 31 a 40 anos,2021-11-11,2021-11-18,2021-11-20,2021-11-21,TAM,Latam Airlines (Tam),Dificuldade / demora para alterar o contrato de serviço (alteração de voo),Internet,Finalizada avaliada,Resolvida,5
7403,CO,DF,Brasília,F,entre 21 a 30 anos,2021-11-11,2021-11-19,2021-11-19,2021-11-21,X19,TAP Air Portugal,Dificuldade de contato / acesso a outros canais (exceto SAC),Internet,Finalizada avaliada,Não Resolvida,1
7404,CO,DF,Brasília,F,entre 21 a 30 anos,2021-11-11,2021-11-16,2021-11-16,2021-11-21,GLO,Gol Linhas Aéreas,Dificuldade / demora para alterar o contrato de serviço (alteração de voo),Internet,Finalizada avaliada,Resolvida,5
7405,CO,DF,Brasília,F,entre 41 a 50 anos,2021-11-11,2021-11-12,2021-11-12,2021-11-21,GLO,Gol Linhas Aéreas,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada avaliada,Não Resolvida,1
7406,CO,DF,Brasília,F,entre 51 a 60 anos,2021-11-11,2021-11-19,2021-12-07,2021-11-21,TAM,Latam Airlines (Tam),SAC - Demanda não resolvida / não respondida / respondida após o prazo,Internet,Finalizada avaliada,Não Resolvida,1
7407,NE,MA,São José de Ribamar,M,entre 41 a 50 anos,2021-11-11,2021-11-16,2021-12-02,2021-11-21,GLO,Gol Linhas Aéreas,"Dificuldade para contratar o serviço (problema operacionais, acesso aos canais de venda etc)",Internet,Finalizada avaliada,Não Resolvida,1
7408,CO,DF,Brasília,M,entre 41 a 50 anos,2021-11-11,2021-11-19,2021-12-08,2021-11-21,AZU,Azul Linhas Aéreas,Dificuldade / demora para alterar o contrato de serviço (alteração de voo),Internet,Finalizada avaliada,Resolvida,5
7409,CO,DF,Brasília,M,entre 41 a 50 anos,2021-11-11,2021-11-17,2021-11-17,2021-11-21,GLO,Gol Linhas Aéreas,SAC - Dificuldadede de contato / acesso,Internet,Finalizada avaliada,Resolvida,4
7410,NE,SE,Aracaju,F,entre 51 a 60 anos,2021-11-11,2021-11-18,2021-12-09,2021-11-21,X19,TAP Air Portugal,Cancelamento de voo,Internet,Finalizada não avaliada,Não Avaliada,0
7411,CO,DF,Brasília,M,entre 31 a 40 anos,2021-11-11,2021-11-17,2021-11-17,2021-11-21,GLO,Gol Linhas Aéreas,Dificuldade / demora para alterar o contrato de serviço (alteração de voo),Internet,Finalizada avaliada,Não Resolvida,1
7412,S,RS,Bento Gonçalves,M,entre 31 a 40 anos,2021-11-11,2021-11-19,2021-12-10,2021-11-21,TAM,Latam Airlines (Tam),"Dificuldades com Programas de Fidelidade / Pontuação (resgate, alteração, transferência etc)",Não comprei / contratei,Finalizada não avaliada,Não Avaliada,0
7413,CO,DF,Brasília,F,entre 41 a 50 anos,2021-11-11,2021-11-17,2021-11-17,2021-11-21,GLO,Gol Linhas Aéreas,SAC - Dificuldadede de contato / acesso,Internet,Finalizada avaliada,Resolvida,5
7414,N,AM,Manaus,M,entre 41 a 50 anos,2021-11-11,2021-11-19,2021-11-22,2021-11-21,AZU,Azul Linhas Aéreas,Cancelamento de voo,Internet,Finalizada avaliada,Resolvida,5
7415,N,AP,Macapá,M,entre 31 a 40 anos,2021-11-11,2021-11-16,2021-12-07,2021-11-21,GLO,Gol Linhas Aéreas,"Extravio/ avaria de bagagem, carga, correspondência (ressarcimento, indenizações)",Internet,Finalizada não avaliada,Não Avaliada,0
7416,NE,MA,São Luís,F,entre 31 a 40 anos,2021-11-11,2021-11-16,2021-12-07,2021-11-21,GLO,Gol Linhas Aéreas,SAC - Dificuldadede de contato / acesso,Internet,Finalizada não avaliada,Não Avaliada,0
7417,N,AP,Macapá,M,entre 31 a 40 anos,2021-11-11,2021-11-19,2021-12-06,2021-11-21,TAM,Latam Airlines (Tam),Dados pessoais ou financeiros incorretos / desatualizados ? dificuldade de retificação,Internet,Finalizada avaliada,Resolvida,5
7418,NE,RN,Natal,M,entre 21 a 30 anos,2021-11-11,2021-11-19,2021-12-06,2021-11-21,TAM,Latam Airlines (Tam),Dificuldade de acesso a dados pessoais ou financeiros,Internet,Finalizada avaliada,Não Resolvida,1
7419,S,RS,Dois Irmãos,F,entre 61 a 70 anos,2021-11-11,2021-11-19,2021-12-10,2021-11-21,X02,Aeromexico,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Internet,Finalizada não avaliada,Não Avaliada,0
7420,CO,DF,Brasília,F,entre 31 a 40 anos,2021-11-11,2021-11-16,2021-12-07,2021-11-21,GLO,Gol Linhas Aéreas,Cancelamento de voo,Telefone,Finalizada não avaliada,Não Avaliada,0
7421,S,RS,Porto Alegre,M,entre 41 a 50 anos,2021-11-11,2021-11-18,2021-11-24,2021-11-21,X07,American Airlines,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Internet,Finalizada avaliada,Resolvida,5
7422,CO,DF,Brasília,F,entre 41 a 50 anos,2021-11-11,2021-11-21,2021-12-12,2021-11-21,IPM,Itapemirim Transportes Aéreos,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Internet,Finalizada não avaliada,Não Avaliada,0
7423,CO,DF,Brasília,M,entre 31 a 40 anos,2021-11-11,2021-11-21,2021-12-12,2021-11-21,IPM,Itapemirim Transportes Aéreos,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada não avaliada,Não Avaliada,0
7424,CO,DF,Brasília,M,entre 31 a 40 anos,2021-11-11,2021-11-17,2021-12-08,2021-11-21,GLO,Gol Linhas Aéreas,Dificuldade de contato / acesso a outros canais (exceto SAC),Telefone,Finalizada não avaliada,Não Avaliada,0
7425,N,PA,Santarém,M,entre 31 a 40 anos,2021-11-11,2021-11-18,2021-11-18,2021-11-21,AZU,Azul Linhas Aéreas,Cobrança em duplicidade / Cobrança referente a pagamento já efetuado,Internet,Finalizada avaliada,Resolvida,5
7426,NE,RN,Natal,F,entre 41 a 50 anos,2021-11-11,2021-11-19,2021-12-06,2021-11-21,X19,TAP Air Portugal,Dificuldade de contato / acesso a outros canais (exceto SAC),Internet,Finalizada avaliada,Não Resolvida,1
7427,CO,DF,Brasília,F,entre 41 a 50 anos,2021-11-11,2021-11-16,2021-12-07,2021-11-21,TAM,Latam Airlines (Tam),"Extravio/ avaria de bagagem, carga, correspondência (ressarcimento, indenizações)",Internet,Finalizada não avaliada,Não Avaliada,0
7428,S,RS,Canoas,M,entre 31 a 40 anos,2021-11-11,2021-11-17,2021-12-08,2021-11-21,GLO,Gol Linhas Aéreas,"Cobrança de tarifas, taxas, valores não previstos / não informados",Internet,Finalizada não avaliada,Não Avaliada,0
7429,CO,DF,Brasília,M,entre 61 a 70 anos,2021-11-11,2021-11-12,2021-12-03,2021-11-21,TAM,Latam Airlines (Tam),Cancelamento de voo,Internet,Finalizada não avaliada,Não Avaliada,0
7430,CO,DF,Brasília,M,entre 31 a 40 anos,2021-11-11,2021-11-22,2021-12-13,2021-12-01,X19,TAP Air Portugal,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada não avaliada,Não Avaliada,0
7431,S,RS,São Leopoldo,F,entre 21 a 30 anos,2021-11-11,2021-11-19,2021-11-19,2021-11-21,TAM,Latam Airlines (Tam),"Cobrança de tarifas, taxas, valores não previstos / não informados",Domicílio,Finalizada avaliada,Não Resolvida,3
7432,CO,DF,Brasília,M,entre 31 a 40 anos,2021-11-11,2021-11-16,2021-12-07,2021-11-21,GLO,Gol Linhas Aéreas,"Falta de informação sobre atraso, cancelamento ou interrupção de voo",Internet,Finalizada não avaliada,Não Avaliada,0
7433,N,TO,Palmas,F,entre 21 a 30 anos,2021-11-11,2021-11-16,2021-12-07,2021-11-21,GLO,Gol Linhas Aéreas,Dificuldade de contato / acesso a outros canais (exceto SAC),Internet,Finalizada não avaliada,Não Avaliada,0
7434,CO,DF,Brasília,F,entre 41 a 50 anos,2021-11-11,2021-11-16,2021-11-30,2021-11-21,GLO,Gol Linhas Aéreas,Cancelamento indevido da passagem de volta,Internet,Finalizada avaliada,Não Resolvida,1
7435,NE,MA,São Luís,M,entre 31 a 40 anos,2021-11-11,2021-11-16,2021-11-17,2021-11-21,GLO,Gol Linhas Aéreas,Dificuldade de contato / acesso a outros canais (exceto SAC),Internet,Finalizada avaliada,Resolvida,5
7436,NE,SE,Aracaju,M,entre 51 a 60 anos,2021-11-11,2021-11-16,2021-12-07,2021-11-21,GLO,Gol Linhas Aéreas,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Internet,Finalizada não avaliada,Não Avaliada,0
7437,CO,DF,Brasília,M,entre 31 a 40 anos,2021-11-11,2021-11-16,2021-11-16,2021-11-21,GLO,Gol Linhas Aéreas,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Internet,Finalizada avaliada,Não Resolvida,1
7438,N,PA,Oriximiná,M,entre 31 a 40 anos,2021-11-11,2021-11-12,2021-12-01,2021-11-21,GLO,Gol Linhas Aéreas,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Internet,Finalizada avaliada,Resolvida,5
7439,N,PA,Belém,M,entre 31 a 40 anos,2021-11-11,2021-11-19,2021-12-01,2021-11-21,TAM,Latam Airlines (Tam),Cancelamento indevido da passagem de volta,Internet,Finalizada avaliada,Não Resolvida,1
7440,CO,DF,Brasília,F,entre 31 a 40 anos,2021-11-11,2021-11-12,2021-11-27,2021-11-21,GLO,Gol Linhas Aéreas,SAC - Dificuldade para cancelar o serviço,Internet,Finalizada avaliada,Resolvida,3
7441,CO,DF,Brasília,M,entre 51 a 60 anos,2021-11-11,2021-11-19,2021-12-07,2021-11-21,TAM,Latam Airlines (Tam),Dificuldade / demora para cancelar o serviço,Internet,Finalizada avaliada,Resolvida,5
7442,CO,DF,Brasília,M,entre 51 a 60 anos,2021-11-11,2021-11-17,2021-12-08,2021-11-21,GLO,Gol Linhas Aéreas,Cancelamento de voo,Internet,Finalizada não avaliada,Não Avaliada,0
7443,N,PA,Santarém,M,entre 21 a 30 anos,2021-11-11,2021-11-16,2021-12-07,2021-11-21,GLO,Gol Linhas Aéreas,Cancelamento de voo,Loja física,Finalizada não avaliada,Não Avaliada,0
7444,CO,DF,Brasília,M,entre 21 a 30 anos,2021-11-11,2021-11-17,2021-11-17,2021-11-21,GLO,Gol Linhas Aéreas,Cancelamento de voo,Internet,Finalizada avaliada,Resolvida,5
7445,CO,DF,Brasília,F,entre 31 a 40 anos,2021-11-11,2021-11-19,2021-11-19,2021-11-21,X19,TAP Air Portugal,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Internet,Finalizada avaliada,Não Resolvida,1
7446,CO,DF,Brasília,M,entre 41 a 50 anos,2021-11-11,2021-11-16,2021-11-16,2021-11-21,TAM,Latam Airlines (Tam),Cancelamento indevido da passagem de volta,Internet,Finalizada avaliada,Resolvida,5
7447,N,AP,Macapá,M,entre 31 a 40 anos,2021-11-11,2021-11-16,2021-12-07,2021-11-21,GLO,Gol Linhas Aéreas,Interrupção/instabilidade do fornecimento,Internet,Finalizada não avaliada,Não Avaliada,0
7448,CO,DF,Brasília,F,entre 41 a 50 anos,2021-11-11,2021-11-12,2021-12-03,2021-11-21,GLO,Gol Linhas Aéreas,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada não avaliada,Não Avaliada,0
7449,CO,DF,Brasília,M,entre 41 a 50 anos,2021-11-11,2021-11-19,2021-11-22,2021-11-21,TAM,Latam Airlines (Tam),Dificuldade / demora para alterar o contrato de serviço (alteração de voo),Internet,Finalizada avaliada,Resolvida,4
7450,CO,DF,Brasília,M,entre 31 a 40 anos,2021-11-11,2021-11-19,2021-11-22,2021-11-21,TAM,Latam Airlines (Tam),Dificuldade / demora para alterar o contrato de serviço (alteração de voo),Internet,Finalizada avaliada,Resolvida,4
7451,N,PA,Santarém,M,entre 21 a 30 anos,2021-11-11,2021-11-17,2021-11-17,2021-11-21,TAM,Latam Airlines (Tam),Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Internet,Finalizada avaliada,Resolvida,3
7452,NE,AL,Maceió,M,entre 31 a 40 anos,2021-11-11,2021-11-12,2021-11-18,2021-11-21,GLO,Gol Linhas Aéreas,Cancelamento de voo,Internet,Finalizada avaliada,Resolvida,5
7453,NE,SE,Aracaju,F,entre 21 a 30 anos,2021-11-11,2021-11-12,2021-11-26,2021-11-21,GLO,Gol Linhas Aéreas,SAC - Dificuldadede de contato / acesso,Internet,Finalizada avaliada,Resolvida,4
7454,N,AM,Carauari,M,entre 31 a 40 anos,2021-11-11,2021-11-17,2021-11-17,2021-11-21,PAM,MAP Linhas Aéreas,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Internet,Finalizada avaliada,Resolvida,1
7455,N,PA,Belém,M,entre 51 a 60 anos,2021-11-11,2021-11-17,2021-12-08,2021-11-21,TAM,Latam Airlines (Tam),Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada não avaliada,Não Avaliada,0
7456,NE,SE,Aracaju,M,entre 31 a 40 anos,2021-11-11,2021-11-12,2021-12-03,2021-11-21,GLO,Gol Linhas Aéreas,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Internet,Finalizada não avaliada,Não Avaliada,0
7457,N,PA,Marabá,M,entre 21 a 30 anos,2021-11-11,2021-11-18,2021-12-09,2021-11-21,X04,Air Europa,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Internet,Finalizada não avaliada,Não Avaliada,0
7458,N,AM,Manaus,M,entre 21 a 30 anos,2021-11-11,2021-11-18,2021-12-09,2021-11-21,TAM,Latam Airlines (Tam),Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada não avaliada,Não Avaliada,0
7459,CO,DF,Brasília,M,entre 41 a 50 anos,2021-11-11,2021-11-12,2021-11-15,2021-11-21,GLO,Gol Linhas Aéreas,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada avaliada,Não Resolvida,1
7460,N,AM,Manaus,F,entre 31 a 40 anos,2021-11-11,2021-11-18,2021-12-09,2021-11-21,AZU,Azul Linhas Aéreas,Cobrança em duplicidade / Cobrança referente a pagamento já efetuado,Internet,Finalizada não avaliada,Não Avaliada,0
